,Group,Year,Stdev,Value,Type,Scale
1083,SilverHake,2015,0.561812232,8.172120648,absolute,1
1084,SilverHake,2016,0.411128039,8.514428439,absolute,1
1085,SilverHake,2017,0.351893381,6.537601499,absolute,1
1086,SilverHake,2018,0.268897587,5.515721306,absolute,1
1087,SilverHake,2019,0.498087904,6.219354901,absolute,1
1088,SmFlatfishes,1985,0,0,absolute,1
1089,SmFlatfishes,1986,0,0,absolute,1
1090,SmFlatfishes,1988,0,0,absolute,1
1091,SmFlatfishes,1989,0,0,absolute,1
1092,SmFlatfishes,1996,0,0,absolute,1
1093,SmFlatfishes,1997,0,0,absolute,1
1094,SmFlatfishes,1998,0,0,absolute,1
1095,SmFlatfishes,2003,1.80E-05,0.001886141,absolute,1
1096,SmFlatfishes,2007,1.26E-06,0.000132346,absolute,1
1097,SmFlatfishes,2009,1.40E-06,0.000253562,absolute,1
1098,SmFlatfishes,2011,2.85E-06,0.000354827,absolute,1
1099,SmFlatfishes,2012,7.94E-06,0.001602988,absolute,1
1100,SmFlatfishes,2013,3.97E-06,0.000743214,absolute,1
1101,SmFlatfishes,2014,2.18E-05,0.003476288,absolute,1
1102,SmFlatfishes,2015,1.62E-05,0.002832714,absolute,1
1103,SmFlatfishes,2016,1.14E-05,0.003031278,absolute,1
1104,SmFlatfishes,2017,8.50E-06,0.002018317,absolute,1
1105,SmFlatfishes,2018,1.71E-05,0.004585088,absolute,1
1106,SmFlatfishes,2019,5.06E-06,0.001432785,absolute,1
1107,SmPelagics,1985,0.024264948,3.756435933,absolute,1
1108,SmPelagics,1986,0.078595482,11.59198063,absolute,1
1109,SmPelagics,1987,0.041524157,4.20717755,absolute,1
1110,SmPelagics,1988,0.016136747,0.915510831,absolute,1
1111,SmPelagics,1989,0.004065685,0.797032741,absolute,1
1112,SmPelagics,1990,0.008045917,0.751834177,absolute,1
1113,SmPelagics,1991,0.013570471,0.729726374,absolute,1
1114,SmPelagics,1992,0.013880896,1.240700366,absolute,1
1115,SmPelagics,1993,0.014136612,1.869390435,absolute,1
1116,SmPelagics,1994,0.010834849,1.328876472,absolute,1
1117,SmPelagics,1995,0.032637061,2.516142441,absolute,1
1118,SmPelagics,1996,0.013173897,2.367341701,absolute,1
1119,SmPelagics,1997,0.038578611,2.479882531,absolute,1
1120,SmPelagics,1998,0.008312177,1.699029764,absolute,1
1121,SmPelagics,1999,0.020333585,1.116707642,absolute,1
1122,SmPelagics,2000,0.013591905,1.414593519,absolute,1
1123,SmPelagics,2001,0.007240974,0.711692544,absolute,1
1124,SmPelagics,2002,0.004575611,2.154105806,absolute,1
1125,SmPelagics,2003,0.008355196,1.157446037,absolute,1
1126,SmPelagics,2004,0.003880483,0.919558622,absolute,1
1127,SmPelagics,2005,0.001543589,0.327393785,absolute,1
1128,SmPelagics,2006,0.007357073,0.946276106,absolute,1
1129,SmPelagics,2007,0.020802969,2.096000388,absolute,1
1130,SmPelagics,2008,0.056490364,4.753073149,absolute,1
1131,SmPelagics,2009,0.010149672,2.004605163,absolute,1
1132,SmPelagics,2010,0.076633237,7.288161609,absolute,1
1133,SmPelagics,2011,0.010774477,2.947970327,absolute,1
1134,SmPelagics,2012,0.028090876,3.593155275,absolute,1
1135,SmPelagics,2013,0.008532935,2.091486935,absolute,1
1136,SmPelagics,2014,0.030705175,9.371484058,absolute,1
1137,SmPelagics,2015,0.0334979,5.314908451,absolute,1
1138,SmPelagics,2016,0.025813598,4.081171762,absolute,1
1139,SmPelagics,2017,0.022600224,0.938845141,absolute,1
1140,SmPelagics,2018,0.004080149,0.538146986,absolute,1
1141,SmPelagics,2019,0.006047074,1.249268787,absolute,1
1142,SmoothDogfish,1988,0.001935465,0.001935465,absolute,1
1143,SmoothDogfish,1996,0,0.000635414,absolute,1
1144,SmoothDogfish,1997,0,0.004563431,absolute,1
1145,SmoothDogfish,2001,0,0.000445521,absolute,1
1146,SmoothDogfish,2002,0,0.002331852,absolute,1
1147,SmoothDogfish,2004,0,0.007098447,absolute,1
1148,SmoothDogfish,2006,0,0.001686736,absolute,1
1149,SmoothDogfish,2008,0.001623902,0.001623902,absolute,1
1150,SmoothDogfish,2015,0.000145032,0.000145032,absolute,1
1151,SmoothDogfish,2016,0.000629975,0.000677317,absolute,1
1152,SmoothDogfish,2017,0,0.001770013,absolute,1
1153,SmoothDogfish,2018,0.002436158,0.002436158,absolute,1
1154,SmoothDogfish,2019,0.002667508,0.003656101,absolute,1
1155,SpinyDogfish,1985,1.477554262,1.348838856,absolute,1
1156,SpinyDogfish,1986,1.427258588,1.826505419,absolute,1
1157,SpinyDogfish,1987,0.570155746,1.33354411,absolute,1
1158,SpinyDogfish,1988,1.111962729,1.914416128,absolute,1
1159,SpinyDogfish,1989,0.557038865,0.959914831,absolute,1
1160,SpinyDogfish,1990,0.310398332,0.963123515,absolute,1
1161,SpinyDogfish,1991,1.787738266,2.331199337,absolute,1
1162,SpinyDogfish,1992,0.092419739,0.633322714,absolute,1
1163,SpinyDogfish,1993,0.775408889,1.183925274,absolute,1
1164,SpinyDogfish,1994,2.484883809,2.464382171,absolute,1
1165,SpinyDogfish,1995,1.328262055,2.649622489,absolute,1
1166,SpinyDogfish,1996,0.151012459,0.750264007,absolute,1
1167,SpinyDogfish,1997,3.407392862,2.857647831,absolute,1
1168,SpinyDogfish,1998,0.363614877,0.973886988,absolute,1
1169,SpinyDogfish,1999,0.579017546,2.110919488,absolute,1
1170,SpinyDogfish,2000,3.185677632,4.46794542,absolute,1
1171,SpinyDogfish,2001,1.104715175,2.550451982,absolute,1
1172,SpinyDogfish,2002,5.381254061,5.790428764,absolute,1
1173,SpinyDogfish,2003,0.999656574,1.937207082,absolute,1
1174,SpinyDogfish,2004,1.280256841,3.891484873,absolute,1
1175,SpinyDogfish,2005,4.35428592,4.578974967,absolute,1
1176,SpinyDogfish,2006,2.684808758,7.020418826,absolute,1
1177,SpinyDogfish,2007,6.560484337,7.909228776,absolute,1
1178,SpinyDogfish,2008,1.352193006,2.816070024,absolute,1
1179,SpinyDogfish,2009,4.560938714,4.538733786,absolute,1
1180,SpinyDogfish,2010,2.411490139,2.111250874,absolute,1
1181,SpinyDogfish,2011,2.021846089,3.460893463,absolute,1
1182,SpinyDogfish,2012,1.152068563,1.722503779,absolute,1
1183,SpinyDogfish,2013,1.899406226,2.84048949,absolute,1
1184,SpinyDogfish,2014,0.801186221,1.47434497,absolute,1
1185,SpinyDogfish,2015,0.582010738,0.822046695,absolute,1
1186,SpinyDogfish,2016,9.99621747,12.14978582,absolute,1
1187,SpinyDogfish,2017,10.08254393,9.685619415,absolute,1
1188,SpinyDogfish,2018,0.41924661,0.795606435,absolute,1
1189,SpinyDogfish,2019,2.135559592,2.589986551,absolute,1
1190,SummerFlounder,1985,0.000374601,0.009838206,absolute,1
1191,SummerFlounder,1986,0.000299681,0.001198724,absolute,1
1192,SummerFlounder,1988,0.000519271,0.010416885,absolute,1
1193,SummerFlounder,1991,0,0.004621196,absolute,1
1194,SummerFlounder,1992,0,0.018415235,absolute,1
1195,SummerFlounder,1993,0.000827132,0.007604615,absolute,1
1196,SummerFlounder,1994,7.49E-05,0.006848255,absolute,1
1197,SummerFlounder,1996,0,0.006931794,absolute,1
1198,SummerFlounder,1997,0.000299681,0.011232803,absolute,1
1199,SummerFlounder,1999,0.001015729,0.005274922,absolute,1
1200,SummerFlounder,2000,0,0.018402109,absolute,1
1201,SummerFlounder,2001,0.000307173,0.00632036,absolute,1
1202,SummerFlounder,2002,0.000297401,0.028273534,absolute,1
1203,SummerFlounder,2003,0.000722259,0.002889035,absolute,1
1204,SummerFlounder,2004,9.74E-05,0.007000828,absolute,1
1205,SummerFlounder,2006,0.000915805,0.018850437,absolute,1
1206,SummerFlounder,2007,0,0.008549212,absolute,1
1207,SummerFlounder,2008,0.001378533,0.010700398,absolute,1
1208,SummerFlounder,2009,0.000327047,0.001893916,absolute,1
1209,SummerFlounder,2010,5.15E-05,0.000205983,absolute,1
1210,SummerFlounder,2011,9.70E-05,0.00148905,absolute,1
1211,SummerFlounder,2012,0.000777863,0.007852699,absolute,1
1212,SummerFlounder,2013,0.000234508,0.001593677,absolute,1
1213,SummerFlounder,2014,0.000303567,0.002238393,absolute,1
1214,SummerFlounder,2015,0.000408563,0.002752904,absolute,1
1215,SummerFlounder,2016,0.000834834,0.007224091,absolute,1
1216,SummerFlounder,2017,4.55E-05,0.000181964,absolute,1
1217,SummerFlounder,2018,0.000241598,0.00357993,absolute,1
1218,SummerFlounder,2019,0.000309662,0.003099065,absolute,1
1219,WhiteHake,1985,0.342682659,1.280085684,absolute,1
1220,WhiteHake,1986,0.20593839,1.537265536,absolute,1
1221,WhiteHake,1987,0.296346197,1.321181857,absolute,1
1222,WhiteHake,1988,0.310593229,1.345448254,absolute,1
1223,WhiteHake,1989,0.18479235,1.138142966,absolute,1
1224,WhiteHake,1990,0.381721372,1.403096325,absolute,1
1225,WhiteHake,1991,0.422524782,1.691478122,absolute,1
1226,WhiteHake,1992,0.223235747,1.563913309,absolute,1
1227,WhiteHake,1993,0.278108358,1.602309921,absolute,1
1228,WhiteHake,1994,0.109898842,0.794814641,absolute,1
1229,WhiteHake,1995,0.180209499,1.133408314,absolute,1
1230,WhiteHake,1996,0.162647673,0.872419949,absolute,1
1231,WhiteHake,1997,0.129901552,0.651729811,absolute,1
1232,WhiteHake,1998,0.09666679,0.597017601,absolute,1
1233,WhiteHake,1999,0.099026872,0.497024358,absolute,1
1234,WhiteHake,2000,0.144471529,0.905209134,absolute,1
1235,WhiteHake,2001,0.146629804,1.028958723,absolute,1
1236,WhiteHake,2002,0.196227741,0.886496806,absolute,1
1237,WhiteHake,2003,0.137725093,0.598324659,absolute,1
1238,WhiteHake,2004,0.103902908,0.491533602,absolute,1
1239,WhiteHake,2005,0.110813489,0.523384313,absolute,1
1240,WhiteHake,2006,0.085666816,0.571773057,absolute,1
1241,WhiteHake,2007,0.196844083,0.981370463,absolute,1
1242,WhiteHake,2008,0.210299563,0.939433424,absolute,1
1243,WhiteHake,2009,0.092421445,0.571788226,absolute,1
1244,WhiteHake,2010,0.195639752,1.016718822,absolute,1
1245,WhiteHake,2011,0.225577425,1.20405374,absolute,1
1246,WhiteHake,2012,0.110854529,1.026118245,absolute,1
1247,WhiteHake,2013,0.078776284,0.368172744,absolute,1
1248,WhiteHake,2014,0.087718205,0.545408341,absolute,1
1249,WhiteHake,2015,0.095793891,0.505346691,absolute,1
1250,WhiteHake,2016,0.11442299,0.636190776,absolute,1
1251,WhiteHake,2017,0.178232489,0.723813247,absolute,1
1252,WhiteHake,2018,0.045788715,0.585957491,absolute,1
1253,WhiteHake,2019,0.05317116,0.422455404,absolute,1
1254,Windowpane,1985,0.063348653,0.006334865,absolute,1
1255,Windowpane,1986,0.067494003,0.0067494,absolute,1
1256,Windowpane,1987,0.030198036,0.003019804,absolute,1
1257,Windowpane,1988,0.04020236,0.004020236,absolute,1
1258,Windowpane,1989,0.02355785,0.002355785,absolute,1
1259,Windowpane,1990,0.050094448,0.005009445,absolute,1
1260,Windowpane,1991,0.010794954,0.001079495,absolute,1
1261,Windowpane,1992,0.013430285,0.001343029,absolute,1
1262,Windowpane,1993,0.022726457,0.002272646,absolute,1
1263,Windowpane,1994,0.016634099,0.00166341,absolute,1
1264,Windowpane,1995,0.035953927,0.003595393,absolute,1
1265,Windowpane,1996,0.030669418,0.003066942,absolute,1
1266,Windowpane,1997,0.011544351,0.001154435,absolute,1
1267,Windowpane,1998,5.94E-02,0.00594,absolute,1
1268,Windowpane,1999,0.046948419,0.004694842,absolute,1
1269,Windowpane,2000,0.015006623,0.001500662,absolute,1
1270,Windowpane,2001,0.011616894,0.001161689,absolute,1
1271,Windowpane,2002,0.004666529,0.000466653,absolute,1
1272,Windowpane,2003,0.003926812,0.000392681,absolute,1
1273,Windowpane,2004,0.005335821,0.000533582,absolute,1
1274,Windowpane,2005,0.001214315,0.000121432,absolute,1
1275,Windowpane,2006,0.002065058,0.000206506,absolute,1
1276,Windowpane,2007,1.10E-03,0.00011,absolute,1
1277,Windowpane,2008,0.004705597,0.00047056,absolute,1
1278,Windowpane,2009,0.003714921,0.000371492,absolute,1
1279,Windowpane,2010,6.87E-05,6.86575E-06,absolute,1
1280,Windowpane,2011,7.91E-06,7.91373E-07,absolute,1
1281,Windowpane,2012,6.20E-05,6.19507E-06,absolute,1
1282,Windowpane,2013,2.65E-07,2.65273E-08,absolute,1
1283,Windowpane,2014,0.000874513,8.74513E-05,absolute,1
1284,Windowpane,2015,0.000159496,1.59496E-05,absolute,1
1285,Windowpane,2016,1.11E-05,1.11495E-06,absolute,1
1286,Windowpane,2017,4.09E-06,4.08707E-07,absolute,1
1287,Windowpane,2018,0.001402616,0.000140262,absolute,1
1288,Windowpane,2019,5.71E-05,5.70636E-06,absolute,1
1289,WinterFlounder,1985,0.007927709,0.234776158,absolute,1
1290,WinterFlounder,1986,0.005449152,0.074634744,absolute,1
1291,WinterFlounder,1987,0.004040186,0.054652774,absolute,1
1292,WinterFlounder,1988,0.003406764,0.077660167,absolute,1
1293,WinterFlounder,1989,0.021372666,0.14167815,absolute,1
1294,WinterFlounder,1990,0.00874382,0.089650858,absolute,1
1295,WinterFlounder,1991,0.018617274,0.119592137,absolute,1
1296,WinterFlounder,1992,0.010530793,0.285275611,absolute,1
1297,WinterFlounder,1993,0.008667713,0.152755622,absolute,1
1298,WinterFlounder,1994,0.003815694,0.129879908,absolute,1
1299,WinterFlounder,1995,0.002958718,0.112879788,absolute,1
1300,WinterFlounder,1996,0.016305095,0.30679359,absolute,1
1301,WinterFlounder,1997,0.022573125,0.226711538,absolute,1
1302,WinterFlounder,1998,0.011452507,0.09211078,absolute,1
1303,WinterFlounder,1999,0.015339435,0.266793479,absolute,1
1304,WinterFlounder,2000,0.037707065,0.422241726,absolute,1
1305,WinterFlounder,2001,0.015066021,0.252588973,absolute,1
1306,WinterFlounder,2002,0.046829832,0.302963613,absolute,1
1307,WinterFlounder,2003,0.02268743,0.35443857,absolute,1
1308,WinterFlounder,2004,0.002987883,0.07099546,absolute,1
1309,WinterFlounder,2005,0.013183781,0.195155741,absolute,1
1310,WinterFlounder,2006,0.015047615,0.212661277,absolute,1
1311,WinterFlounder,2007,0.013469557,0.148675652,absolute,1
1312,WinterFlounder,2008,0.065654613,0.364778587,absolute,1
1313,WinterFlounder,2009,0.032820864,0.275543476,absolute,1
1314,WinterFlounder,2010,0.029584066,0.219535633,absolute,1
1315,WinterFlounder,2011,0.018257316,0.203715336,absolute,1
1316,WinterFlounder,2012,0.007672537,0.141046964,absolute,1
1317,WinterFlounder,2013,0.015893239,0.116974042,absolute,1
1318,WinterFlounder,2014,0.021465259,0.198100534,absolute,1
1319,WinterFlounder,2015,0.015377151,0.153207535,absolute,1
1320,WinterFlounder,2016,0.007651725,0.157386508,absolute,1
1321,WinterFlounder,2017,0.011084514,0.097832561,absolute,1
1322,WinterFlounder,2018,0.011617872,0.155955509,absolute,1
1323,WinterFlounder,2019,0.014541057,0.155875459,absolute,1
1324,WinterSkate,1985,0.056855717,0.35215966,absolute,1
1325,WinterSkate,1986,0.247194373,0.354767513,absolute,1
1326,WinterSkate,1987,0.006059964,0.032528981,absolute,1
1327,WinterSkate,1988,0.022707333,0.048974607,absolute,1
1328,WinterSkate,1989,0.134626874,0.153015076,absolute,1
1329,WinterSkate,1990,0.018893551,0.035140029,absolute,1
1330,WinterSkate,1991,0.030506267,0.07282266,absolute,1
1331,WinterSkate,1992,0.05559061,0.094635727,absolute,1
1332,WinterSkate,1993,0.037412013,0.07544374,absolute,1
1333,WinterSkate,1994,0.009484162,0.020131586,absolute,1
1334,WinterSkate,1995,0.010970423,0.019790392,absolute,1
1335,WinterSkate,1996,0.01160848,0.038567558,absolute,1
1336,WinterSkate,1997,0.03209412,0.039256749,absolute,1
1337,WinterSkate,1998,0.014715268,0.030418288,absolute,1
1338,WinterSkate,1999,0.013127307,0.022766486,absolute,1
1339,WinterSkate,2000,0.011015012,0.014276883,absolute,1
1340,WinterSkate,2001,0.017168348,0.023056757,absolute,1
1341,WinterSkate,2002,0.012926141,0.05616185,absolute,1
1342,WinterSkate,2003,0.011430395,0.017903781,absolute,1
1343,WinterSkate,2004,0.025717021,0.042801109,absolute,1
1344,WinterSkate,2005,0.004938102,0.009597297,absolute,1
1345,WinterSkate,2006,0.004759569,0.019537133,absolute,1
1346,WinterSkate,2007,0.022919837,0.026036862,absolute,1
1347,WinterSkate,2008,0.062020924,0.107000958,absolute,1
1348,WinterSkate,2009,0.506164664,0.550685188,absolute,1
1349,WinterSkate,2010,0.058412654,0.13607905,absolute,1
1350,WinterSkate,2011,0.037745354,0.099031042,absolute,1
1351,WinterSkate,2012,0.047656855,0.127384767,absolute,1
1352,WinterSkate,2013,0.038798299,0.058478218,absolute,1
1353,WinterSkate,2014,0.02212806,0.051215848,absolute,1
1354,WinterSkate,2015,0.045452968,0.055243685,absolute,1
1355,WinterSkate,2016,0.015456467,0.047090352,absolute,1
1356,WinterSkate,2017,0.082244895,0.150456095,absolute,1
1357,WinterSkate,2018,0.11870092,0.185621381,absolute,1
1358,WinterSkate,2019,0.046107961,0.086355288,absolute,1
1359,WitchFlounder,1985,0.034747155,0.745150798,absolute,1
1360,WitchFlounder,1986,0.015021583,0.512997368,absolute,1
1361,WitchFlounder,1987,0.009436568,0.172789069,absolute,1
1362,WitchFlounder,1988,0.010141949,0.246041161,absolute,1
1363,WitchFlounder,1989,0.009275238,0.173540944,absolute,1
1364,WitchFlounder,1990,0.006715546,0.17974218,absolute,1
1365,WitchFlounder,1991,0.013592747,0.250789668,absolute,1
1366,WitchFlounder,1992,0.008415273,0.108522382,absolute,1
1367,WitchFlounder,1993,0.011592108,0.261899518,absolute,1
1368,WitchFlounder,1994,0.01057612,0.198882881,absolute,1
1369,WitchFlounder,1995,0.011890994,0.289359894,absolute,1
1370,WitchFlounder,1996,0.019975377,0.474823875,absolute,1
1371,WitchFlounder,1997,0.015699093,0.349624643,absolute,1
1372,WitchFlounder,1998,0.010145909,0.215660109,absolute,1
1373,WitchFlounder,1999,0.017268024,0.402872029,absolute,1
1374,WitchFlounder,2000,0.017776791,0.505902747,absolute,1
1375,WitchFlounder,2001,0.026072099,0.780909611,absolute,1
1376,WitchFlounder,2002,0.019633714,0.482137288,absolute,1
1377,WitchFlounder,2003,0.013453221,0.344245183,absolute,1
1378,WitchFlounder,2004,0.029643369,0.447165168,absolute,1
1379,WitchFlounder,2005,0.005880152,0.18321197,absolute,1
1380,WitchFlounder,2006,0.008945846,0.215869014,absolute,1
1381,WitchFlounder,2007,0.012239632,0.266536714,absolute,1
1382,WitchFlounder,2008,0.011692621,0.303024045,absolute,1
1383,WitchFlounder,2009,0.00774677,0.221620825,absolute,1
1384,WitchFlounder,2010,0.005277823,0.150309008,absolute,1
1385,WitchFlounder,2011,0.011358587,0.310668227,absolute,1
1386,WitchFlounder,2012,0.007697474,0.207374001,absolute,1
1387,WitchFlounder,2013,0.006537583,0.159695787,absolute,1
1388,WitchFlounder,2014,0.006734886,0.23769051,absolute,1
1389,WitchFlounder,2015,0.007573229,0.24298608,absolute,1
1390,WitchFlounder,2016,0.010657682,0.277423794,absolute,1
1391,WitchFlounder,2017,0.016532495,0.59018752,absolute,1
1392,WitchFlounder,2018,0.008343695,0.374636973,absolute,1
1393,WitchFlounder,2019,0.013664747,0.411600068,absolute,1
1394,YTFlounder,1985,0.005927139,0.020843699,absolute,1
1395,YTFlounder,1986,0.006289717,0.011047337,absolute,1
1396,YTFlounder,1987,0.001022638,0.00889837,absolute,1
1397,YTFlounder,1988,0.002549074,0.016888694,absolute,1
1398,YTFlounder,1989,0.010823426,0.026794867,absolute,1
1399,YTFlounder,1990,0.010190104,0.029333876,absolute,1
1400,YTFlounder,1991,0.001342961,0.017385558,absolute,1
1401,YTFlounder,1992,0.007856359,0.024274711,absolute,1
1402,YTFlounder,1993,0.009203609,0.01817334,absolute,1
1403,YTFlounder,1994,0.009798267,0.045316022,absolute,1
1404,YTFlounder,1995,0.004005849,0.015786218,absolute,1
1405,YTFlounder,1996,0.010705055,0.044970445,absolute,1
1406,YTFlounder,1997,0.016057502,0.036475351,absolute,1
1407,YTFlounder,1998,0.007099704,0.021758757,absolute,1
1408,YTFlounder,1999,0.029791892,0.116946847,absolute,1
1409,YTFlounder,2000,0.019615276,0.053100698,absolute,1
1410,YTFlounder,2001,0.009963156,0.032878779,absolute,1
1411,YTFlounder,2002,0.003561543,0.011394114,absolute,1
1412,YTFlounder,2003,0.016343842,0.049090393,absolute,1
1413,YTFlounder,2004,0.002345746,0.007024536,absolute,1
1414,YTFlounder,2005,0.001851517,0.010780879,absolute,1
1415,YTFlounder,2006,0.001881761,0.012101162,absolute,1
1416,YTFlounder,2007,0.009607227,0.053999406,absolute,1
1417,YTFlounder,2008,0.031462313,0.087130963,absolute,1
1418,YTFlounder,2009,0.034654193,0.100048312,absolute,1
1419,YTFlounder,2010,0.037618447,0.061546829,absolute,1
1420,YTFlounder,2011,0.01789543,0.049562232,absolute,1
1421,YTFlounder,2012,0.032760644,0.058719623,absolute,1
1422,YTFlounder,2013,0.058106289,0.078983344,absolute,1
1423,YTFlounder,2014,0.018960278,0.042828194,absolute,1
1424,YTFlounder,2015,0.008906721,0.032192952,absolute,1
1425,YTFlounder,2016,0.011458011,0.045577323,absolute,1
1426,YTFlounder,2017,0.006858733,0.028528003,absolute,1
1427,YTFlounder,2018,0.00871679,0.039301406,absolute,1
1428,YTFlounder,2019,0.01993639,0.05516778,absolute,1